Bevölkerung Population   VZ/RFP 2000;Gde;Kt Ct;PLZ  NPA ;Ortsbezeichnung                             Localité ;BFS-Nr.  No OFS;;Gemeinde                Commune  ;Region Région;Bezirk                                       District 
129;1;GR;7404;Feldis/Veulden;3632;;Feldis/Veulden;3;HINTERRHEIN
;;GR;7404;Veulden;3632;;Feldis/Veulden;3;HINTERRHEIN
160;1;GR;7426;Flerden;3662;;Flerden;3;HINTERRHEIN
311;1;GR;7414;Fürstenau;3633;;Fürstenau;3;HINTERRHEIN
;;GR;7413;Fürstenaubruck;3633;;Fürstenau;3;HINTERRHEIN
105;1;GR;7438;Hinterrhein;3691;;Hinterrhein;3;HINTERRHEIN
49;1;GR;7445;Innerferrera;3706;;Innerferrera;3;HINTERRHEIN
50;1;GR;7433;Lohn;3707;;Lohn (GR);3;HINTERRHEIN
366;1;GR;7425;Masein;3663;;Masein;3;HINTERRHEIN
;;GR;7425;Cresta;3663;;Masein;3;HINTERRHEIN
;;GR;7425;Dalaus;3663;;Masein;3;HINTERRHEIN
52;1;GR;7433;Mathon;3708;;Mathon;3;HINTERRHEIN
46;1;GR;7436;Medels im Rheinwald;3692;;Medels im Rheinwald;3;HINTERRHEIN
127;1;GR;7437;Nufenen;3693;;Nufenen;3;HINTERRHEIN
409;1;GR;7417;Paspels;3634;;Paspels;3;HINTERRHEIN
111;1;GR;7443;Pignia;3710;;Pignia;3;HINTERRHEIN
26;1;GR;7423;Portein;3664;;Portein;3;HINTERRHEIN
240;1;GR;7415;Pratval;3635;;Pratval;3;HINTERRHEIN
178;1;GR;7424;Präz;3665;;Präz;3;HINTERRHEIN
;;GR;7424;Dalin;3665;;Präz;3;HINTERRHEIN
;;GR;7424;Raschlegnas;3665;;Präz;3;HINTERRHEIN
;;GR;7424;Raschlinas;3665;;Präz;3;HINTERRHEIN
281;1;GR;7415;Rodels;3636;;Rodels;3;HINTERRHEIN
53;1;GR;7430;Rongellen;3711;;Rongellen;3;HINTERRHEIN
422;1;GR;7405;Rothenbrunnen;3637;;Rothenbrunnen;3;HINTERRHEIN
159;1;GR;7423;Sarn;3666;;Sarn;3;HINTERRHEIN
;;GR;7423;Lescha;3666;;Sarn;3;HINTERRHEIN
817;1;GR;7412;Scharans;3638;;Scharans;3;HINTERRHEIN
139;1;GR;7419;Scheid;3639;;Scheid;3;HINTERRHEIN
;;GR;7419;Purz;3639;;Scheid;3;HINTERRHEIN
880;1;GR;7411;Sils im Domleschg;3640;;Sils im Domleschg;3;HINTERRHEIN
365;1;GR;7435;Splügen;3694;;Splügen;3;HINTERRHEIN
115;1;GR;7434;Sufers;3695;;Sufers;3;HINTERRHEIN
158;1;GR;7422;Tartar;3667;;Tartar;3;HINTERRHEIN
2717;1;GR;7430;Thusis;3668;;Thusis;3;HINTERRHEIN
;;GR;7431;Thusis;3668;;Thusis;3;HINTERRHEIN
69;1;GR;7417;Trans;3641;;Trans;3;HINTERRHEIN
151;1;GR;7428;Tschappina;3669;;Tschappina;3;HINTERRHEIN
;;GR;7428;Glaspass;3669;;Tschappina;3;HINTERRHEIN
;;GR;7428;Ober Tschappina;3669;;Tschappina;3;HINTERRHEIN
;;GR;7428;Unter Tschappina;3669;;Tschappina;3;HINTERRHEIN
321;1;GR;7418;Tumegl/Tomils;3642;;Tumegl/Tomils;3;HINTERRHEIN
;;GR;7418;Tomils;3642;;Tumegl/Tomils;3;HINTERRHEIN
81;1;GR;7427;Urmein;3670;;Urmein;3;HINTERRHEIN
;;GR;7427;Oberurmein;3670;;Urmein;3;HINTERRHEIN
330;1;GR;7432;Zillis-Reischen;3712;;Zillis-Reischen;3;HINTERRHEIN
;;GR;7432;Reischen;3712;;Zillis-Reischen;3;HINTERRHEIN
;;GR;7432;Zillis;3712;;Zillis-Reischen;3;HINTERRHEIN
;;GR;7432;Ziràn;3712;;Zillis-Reischen;3;HINTERRHEIN
2433;1;GR;7402;Bonaduz;3721;;Bonaduz;2;IMBODEN
;;GR;7402;Sacardanal;3721;;Bonaduz;2;IMBODEN
6372;1;GR;7013;Domat/Ems;3722;;Domat/Ems;2;IMBODEN
;;GR;7013;Ems;3722;;Domat/Ems;2;IMBODEN
;;GR;7013;Station Felsberg;3722;;Domat/Ems;2;IMBODEN
2029;1;GR;7012;Felsberg;3731;;Felsberg;2;IMBODEN
2549;1;GR;7017;Flims;3732;;Flims;2;IMBODEN
;;GR;7019;Bargis;3732;;Flims;2;IMBODEN
;;GR;7019;Fidaz;3732;;Flims;2;IMBODEN
;;GR;7017;Flims Dorf;3732;;Flims;2;IMBODEN
;;GR;7018;Flims Waldhaus;3732;;Flims;2;IMBODEN
;;GR;7019;Foppa;3732;;Flims;2;IMBODEN
;;GR;7018;Waldhaus;3732;;Flims;2;IMBODEN
1201;1;GR;7403;Rhäzüns;3723;;Rhäzüns;2;IMBODEN
1167;1;GR;7015;Tamins;3733;;Tamins;2;IMBODEN
;;GR;7315;Kunkels;3733;;Tamins;2;IMBODEN
;;GR;7015;Reichenau;3733;;Tamins;2;IMBODEN
1108;1;GR;7014;Trin;3734;;Trin;2;IMBODEN
;;GR;7014;Digg;3734;;Trin;2;IMBODEN
;;GR;7016;Trin Mulin;3734;;Trin;2;IMBODEN
;;GR;7014;Trin Station;3734;;Trin;2;IMBODEN
;;GR;7014;Trins;3734;;Trin;2;IMBODEN
401;1;GR;7546;Ardez;3741;;Ardez;2;INN
;;GR;7545;Bos-cha;3741;;Ardez;2;INN
;;GR;7546;Sur En;3741;;Ardez;2;INN
516;1;GR;7551;Ftan;3761;;Ftan;2;INN
;;GR;7551;Baraigla;3761;;Ftan;2;INN
;;GR;7551;Fetan;3761;;Ftan;2;INN
115;1;GR;7533;Fuldera;3841;;Fuldera;2;INN
144;1;GR;7545;Guarda;3742;;Guarda;2;INN
;;GR;7545;Giarsun;3742;;Guarda;2;INN
;;GR;7545;Guarda Staziun;3742;;Guarda;2;INN
174;1;GR;7543;Lavin;3743;;Lavin;2;INN
62;1;GR;7534;Lü;3842;;Lü;2;INN
;;GR;7534;Lüsai;3842;;Lü;2;INN
745;1;GR;7537;Müstair;3843;;Müstair;2;INN
;;GR;7537;Münster;3843;;Müstair;2;INN
440;1;GR;7556;Ramosch;3751;;Ramosch;2;INN
;;GR;7557;Griosch;3751;;Ramosch;2;INN
;;GR;7556;Remüs;3751;;Ramosch;2;INN
;;GR;7558;Seraplana;3751;;Ramosch;2;INN
;;GR;7557;Vnà;3751;;Ramosch;2;INN
743;1;GR;7563;Samnaun;3752;;Samnaun;2;INN
;;GR;7562;Compatsch;3752;;Samnaun;2;INN
;;GR;7562;Laret;3752;;Samnaun;2;INN
;;GR;7562;Ravaisch;3752;;Samnaun;2;INN
327;1;GR;7536;Sta. Maria Val Müstair;3844;;Santa Maria Val Müstair;2;INN
;;GR;7536;Umbrail Pass;3844;;Santa Maria Val Müstair;2;INN
2122;1;GR;7550;Scuol;3762;;Scuol;2;INN
;;GR;7550;Pradella;3762;;Scuol;2;INN
;;GR;7550;S-charl;3762;;Scuol;2;INN
;;GR;7550;Schuls;3762;;Scuol;2;INN
;;GR;7550;Tarasp Kurhaus;3762;;Scuol;2;INN
865;1;GR;7554;Sent;3763;;Sent;2;INN
;;GR;7554;Crusch;3763;;Sent;2;INN
;;GR;7554;Sur-en;3763;;Sent;2;INN
;;GR;7554;Val Sinestra;3763;;Sent;2;INN
;;GR;7557;Zuort;3763;;Sent;2;INN
199;1;GR;7542;Susch;3744;;Susch;2;INN
;;GR;7542;Süs;3744;;Susch;2;INN
328;1;GR;7553;Tarasp;3745;;Tarasp;2;INN
;;GR;7553;Fontana;3745;;Tarasp;2;INN
;;GR;7552;Vulpera;3745;;Tarasp;2;INN
154;1;GR;7532;Tschierv;3845;;Tschierv;2;INN
;;GR;7532;Cierfs;3845;;Tschierv;2;INN
;;GR;7530;Ofenpass;3845;;Tschierv;2;INN
392;1;GR;7559;Tschlin;3753;;Tschlin;2;INN
;;GR;7560;Martina;3753;;Tschlin;2;INN
;;GR;7559;Schleins;3753;;Tschlin;2;INN
;;GR;7558;Strada im Engadin;3753;;Tschlin;2;INN
;;GR;7560;Vinadi;3753;;Tschlin;2;INN
202;1;GR;7535;Valchava;3846;;Valchava;2;INN
;;GR;7535;Valcava;3846;;Valchava;2;INN
959;1;GR;7530;Zernez;3746;;Zernez;2;INN
;;GR;7527;Brail;3746;;Zernez;2;INN
;;GR;7530;Il Fuorn;3746;;Zernez;2;INN
;;GR;7530;Ova Spin;3746;;Zernez;2;INN
535;1;GR;7306;Fläsch;3951;;Fläsch;2;LANDQUART
;;GR;7304;St. Luzisteig *;3951;;Fläsch;2;LANDQUART
808;1;GR;7023;Haldenstein;3941;;Haldenstein;2;LANDQUART
7228;1;GR;7206;Igis;3942;;Igis;2;LANDQUART
;;GR;7302;Landquart;3942;;Igis;2;LANDQUART
;;GR;7207;Landquart Fabriken;3942;;Igis;2;LANDQUART
746;1;GR;7307;Jenins;3952;;Jenins;2;LANDQUART
2368;1;GR;7304;Maienfeld;3953;;Maienfeld;2;LANDQUART
;;GR;7304;Luziensteig;3953;;Maienfeld;2;LANDQUART
;;GR;7304;St. Luzisteig *;3953;;Maienfeld;2;LANDQUART
1908;1;GR;7208;Malans;3954;;Malans;2;LANDQUART
529;1;GR;7303;Mastrils;3943;;Mastrils;2;LANDQUART
153;1;GR;7202;Says;3944;;Says;2;LANDQUART
;;GR;7202;Valtanna;3944;;Says;2;LANDQUART
2724;1;GR;7203;Trimmis;3945;;Trimmis;2;LANDQUART
;;GR;7201;Untervaz Bahnhof;3945;;Trimmis;2;LANDQUART
2093;1;GR;7204;Untervaz;3946;;Untervaz;2;LANDQUART
2983;1;GR;7205;Zizers;3947;;Zizers;2;LANDQUART
631;1;GR;7502;Bever;3781;;Bever;2;MALOJA/MALOGGIA
;;GR;7502;Bevers;3781;;Bever;2;MALOJA/MALOGGIA
;;GR;7502;Spinas;3781;;Bever;2;MALOJA/MALOGGIA
181;1;GR;7606;Bondo;3771;;Bondo;2;MALOJA/MALOGGIA
;;GR;7606;Promontogno;3771;;Bondo;2;MALOJA/MALOGGIA
190;1;GR;7608;Castasegna;3773;;Castasegna;2;MALOJA/MALOGGIA
1353;1;GR;7505;Celerina/Schlarigna;3782;;Celerina/Schlarigna;2;MALOJA/MALOGGIA
;;GR;7505;Schlarigna;3782;;Celerina/Schlarigna;2;MALOJA/MALOGGIA
660;1;GR;7522;La Punt-Chamues-ch;3785;;La Punt-Chamues-ch;2;MALOJA/MALOGGIA
;;GR;7522;Campovasto;3785;;La Punt-Chamues-ch;2;MALOJA/MALOGGIA
;;GR;7522;Champesch;3785;;La Punt-Chamues-ch;2;MALOJA/MALOGGIA
;;GR;7522;Chamues-ch;3785;;La Punt-Chamues-ch;2;MALOJA/MALOGGIA
;;GR;7522;La Punt;3785;;La Punt-Chamues-ch;2;MALOJA/MALOGGIA
;;GR;7522;Ponte;3785;;La Punt-Chamues-ch;2;MALOJA/MALOGGIA
180;1;GR;7523;Madulain;3783;;Madulain;2;MALOJA/MALOGGIA
2191;1;GR;7504;Pontresina;3784;;Pontresina;2;MALOJA/MALOGGIA
;;GR;7504;BerninaSuot;3784;;Pontresina;2;MALOJA/MALOGGIA
;;GR;7504;Morteratsch;3784;;Pontresina;2;MALOJA/MALOGGIA
;;GR;7504;Puntraschigna;3784;;Pontresina;2;MALOJA/MALOGGIA
3069;1;GR;7503;Samedan;3786;;Samedan;2;MALOJA/MALOGGIA
;;GR;7503;Samaden;3786;;Samedan;2;MALOJA/MALOGGIA
620;1;GR;7525;S-chanf;3788;;S-chanf;2;MALOJA/MALOGGIA
;;GR;7526;Chapella;3788;;S-chanf;2;MALOJA/MALOGGIA
;;GR;7526;Cinuos-chel;3788;;S-chanf;2;MALOJA/MALOGGIA
;;GR;7526;Susauna;3788;;S-chanf;2;MALOJA/MALOGGIA
751;1;GR;7515;Sils im Engadin/Segl;3789;;Sils im Engadin/Segl;2;MALOJA/MALOGGIA
;;GR;7514;Fex-Curtins;3789;;Sils im Engadin/Segl;2;MALOJA/MALOGGIA
;;GR;7517;Plaun da Lej;3789;;Sils im Engadin/Segl;2;MALOJA/MALOGGIA
;;GR;7515;Segl;3789;;Sils im Engadin/Segl;2;MALOJA/MALOGGIA
;;GR;7515;Sils/Segl Baselgia;3789;;Sils im Engadin/Segl;2;MALOJA/MALOGGIA
;;GR;7514;Sils/Segl Maria;3789;;Sils im Engadin/Segl;2;MALOJA/MALOGGIA
913;1;GR;7513;Silvaplana;3790;;Silvaplana;2;MALOJA/MALOGGIA
;;GR;7512;Champfèr *;3790;;Silvaplana;2;MALOJA/MALOGGIA
;;GR;7513;Surlej;3790;;Silvaplana;2;MALOJA/MALOGGIA
172;1;GR;7610;Soglio;3774;;Soglio;2;MALOJA/MALOGGIA
5589;1;GR;7500;St. Moritz;3787;;St. Moritz;2;MALOJA/MALOGGIA
;;GR;7512;Champfèr *;3787;;St. Moritz;2;MALOJA/MALOGGIA
;;GR;7500;Suvretta (St. Moritz 4);3787;;St. Moritz;2;MALOJA/MALOGGIA
531;1;GR;7605;Stampa;3775;;Stampa;2;MALOJA/MALOGGIA
;;GR;7604;Borgonovo;3775;;Stampa;2;MALOJA/MALOGGIA
;;GR;7516;Isola;3775;;Stampa;2;MALOJA/MALOGGIA
;;GR;7516;Maloggia;3775;;Stampa;2;MALOJA/MALOGGIA
;;GR;7516;Maloja;3775;;Stampa;2;MALOJA/MALOGGIA
429;1;GR;7603;Vicosoprano;3776;;Vicosoprano;2;MALOJA/MALOGGIA
;;GR;7602;Casaccia;3776;;Vicosoprano;2;MALOJA/MALOGGIA
;;GR;7602;Löbbia;3776;;Vicosoprano;2;MALOJA/MALOGGIA
1353;1;GR;7524;Zuoz;3791;;Zuoz;2;MALOJA/MALOGGIA
92;1;GR;6543;Arvigo;3801;;Arvigo;1;MOESA
;;GR;6545;Landarenca;3801;;Arvigo;1;MOESA
62;1;GR;6544;Braggio;3803;;Braggio;1;MOESA
110;1;GR;6542;Buseno;3804;;Buseno;1;MOESA
;;GR;6542;Fontana;3804;;Buseno;1;MOESA
;;GR;6542;Giova;3804;;Buseno;1;MOESA
474;1;GR;6557;Cama;3831;;Cama;1;MOESA
;;GR;6557;Norantola;3831;;Cama;1;MOESA
;;GR;6557;Piani di Verdabbio *;3831;;Cama;1;MOESA
221;1;GR;6540;Castaneda;3805;;Castaneda;1;MOESA
37;1;GR;6546;Cauco;3806;;Cauco;1;MOESA
;;GR;6546;Bodio;3806;;Cauco;1;MOESA
916;1;GR;6537;Grono;3832;;Grono;1;MOESA
127;1;GR;6556;Leggia;3833;;Leggia;1;MOESA
656;1;GR;6558;Lostallo;3821;;Lostallo;1;MOESA
;;GR;6558;Cabbiolo;3821;;Lostallo;1;MOESA
;;GR;6558;Sorte;3821;;Lostallo;1;MOESA
1201;1;GR;6563;Mesocco;3822;;Mesocco;1;MOESA
;;GR;6563;Logiano;3822;;Mesocco;1;MOESA
;;GR;6563;Misox;3822;;Mesocco;1;MOESA
;;GR;6563;Pian San Giacomo;3822;;Mesocco;1;MOESA
;;GR;6565;San Bernardino;3822;;Mesocco;1;MOESA
132;1;GR;6548;Rossa;3808;;Rossa;1;MOESA
;;GR;6547;Augio;3808;;Rossa;1;MOESA
;;GR;6546;Sta. Domenica;3808;;Rossa;1;MOESA
;;GR;6548;Valbella (Calanca);3808;;Rossa;1;MOESA
2108;1;GR;6535;Roveredo;3834;;Roveredo (GR);1;MOESA
;;GR;6549;Laura;3834;;Roveredo (GR);1;MOESA
657;1;GR;6534;S. Vittore;3835;;San Vittore;1;MOESA
;;GR;6533;Monticello;3835;;San Vittore;1;MOESA
111;1;GR;6541;Santa Maria in Calanca;3810;;Santa Maria in Calanca;1;MOESA
44;1;GR;6545;Selma;3811;;Selma;1;MOESA
359;1;GR;6562;Soazza;3823;;Soazza;1;MOESA
164;1;GR;6538;Verdabbio;3836;;Verdabbio;1;MOESA
;;GR;6538;Piani di Verdabbio *;3836;;Verdabbio;1;MOESA
2771;1;GR;7050;Arosa;3921;;Arosa;1;PLESSUR
;;GR;7050;Innerarosa;3921;;Arosa;1;PLESSUR
;;GR;7050;Maran;3921;;Arosa;1;PLESSUR
45;1;GR;7027;Calfreisen;3922;;Calfreisen;1;PLESSUR
119;1;GR;7027;Castiel;3923;;Castiel;1;PLESSUR
32989;1;GR;7000;Chur;3901;;Chur;1;PLESSUR
;;GR;7062;Araschgen (Hinter-, Vorder-);3901;;Chur;1;PLESSUR
;;GR;7001;Chur;3901;;Chur;1;PLESSUR
;;GR;7002;Chur;3901;;Chur;1;PLESSUR
;;GR;7003;Chur;3901;;Chur;1;PLESSUR
;;GR;7004;Chur;3901;;Chur;1;PLESSUR
;;GR;7005;Chur;3901;;Chur;1;PLESSUR
;;GR;7006;Chur;3901;;Chur;1;PLESSUR
;;GR;7007;Chur;3901;;Chur;1;PLESSUR
;;GR;7000;Coira;3901;;Chur;1;PLESSUR
;;GR;7000;Coire;3901;;Chur;1;PLESSUR
;;GR;7000;Cuera;3901;;Chur;1;PLESSUR
;;GR;7000;Cuoira;3901;;Chur;1;PLESSUR
;;GR;7005;Masans;3901;;Chur;1;PLESSUR
1236;1;GR;7075;Churwalden;3911;;Churwalden;1;PLESSUR
;;GR;7062;Araschgen (Inner-);3911;;Churwalden;1;PLESSUR
;;GR;7062;Passugg;3911;;Churwalden;1;PLESSUR
303;1;GR;7057;Langwies;3924;;Langwies;1;PLESSUR
;;GR;7057;Fondei;3924;;Langwies;1;PLESSUR
;;GR;7058;Litzirüti;3924;;Langwies;1;PLESSUR
;;GR;7057;Sapün;3924;;Langwies;1;PLESSUR
;;GR;7057;Strassberg;3924;;Langwies;1;PLESSUR
74;1;GR;7027;Lüen;3925;;Lüen;1;PLESSUR
506;1;GR;7026;Maladers;3926;;Maladers;1;PLESSUR
663;1;GR;7074;Malix;3912;;Malix;1;PLESSUR
;;GR;7074;Kreuz;3912;;Malix;1;PLESSUR
136;1;GR;7056;Molinis;3927;;Molinis;1;PLESSUR
78;1;GR;7028;Pagig;3928;;Pagig;1;PLESSUR
263;1;GR;7076;Parpan;3913;;Parpan;1;PLESSUR
229;1;GR;7029;Peist;3929;;Peist;1;PLESSUR
101;1;GR;7063;Praden;3914;;Praden;1;PLESSUR
154;1;GR;7028;St. Peter;3930;;St. Peter;1;PLESSUR
225;1;GR;7064;Tschiertschen;3915;;Tschiertschen;1;PLESSUR
377;1;GR;7215;Fanas;3971;;Fanas;2;PRÄTTIGAU/DAVOS
1210;1;GR;7214;Grüsch;3961;;Grüsch;2;PRÄTTIGAU/DAVOS
;;GR;7214;Cavadura;3961;;Grüsch;2;PRÄTTIGAU/DAVOS
;;GR;7214;Ueberlandquart;3961;;Grüsch;2;PRÄTTIGAU/DAVOS
2637;1;GR;7220;Schiers;3962;;Schiers;2;PRÄTTIGAU/DAVOS
;;GR;7226;Fajauna;3962;;Schiers;2;PRÄTTIGAU/DAVOS
;;GR;7222;Lunden;3962;;Schiers;2;PRÄTTIGAU/DAVOS
;;GR;7222;Mittel Lunden;3962;;Schiers;2;PRÄTTIGAU/DAVOS
;;GR;7228;Pusserein;3962;;Schiers;2;PRÄTTIGAU/DAVOS
;;GR;7228;Schuders;3962;;Schiers;2;PRÄTTIGAU/DAVOS
;;GR;7226;Stels;3962;;Schiers;2;PRÄTTIGAU/DAVOS
1323;1;GR;7212;Seewis Prättigau;3972;;Seewis im Prättigau;2;PRÄTTIGAU/DAVOS
;;GR;7214;Pardisla Seewis;3972;;Seewis im Prättigau;2;PRÄTTIGAU/DAVOS
;;GR;7214;Schmitten Seewis;3972;;Seewis im Prättigau;2;PRÄTTIGAU/DAVOS
;;GR;7212;Seewis Dorf;3972;;Seewis im Prättigau;2;PRÄTTIGAU/DAVOS
;;GR;7214;Seewis Station;3972;;Seewis im Prättigau;2;PRÄTTIGAU/DAVOS
140;1;GR;7213;Valzeina;3973;;Valzeina;2;PRÄTTIGAU/DAVOS
194;1;GR;7241;Conters im Prättigau;3881;;Conters im Prättigau;2;PRÄTTIGAU-DAVOS
11417;1;GR;7270;Davos;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7272;Clavadel;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7260;Davos Dorf;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7270;Davos Platz;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7260;Dischma;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7276;Frauenkirch;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7277;Glaris;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7265;Laret;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7278;Monstein;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7270;Schatzalp;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7272;Sertig Dörfli;3851;;Davos;2;PRÄTTIGAU-DAVOS
;;GR;7265;Wolfgang;3851;;Davos;2;PRÄTTIGAU-DAVOS
586;1;GR;7235;Fideris;3861;;Fideris;2;PRÄTTIGAU-DAVOS
;;GR;7235;Strahlegg;3861;;Fideris;2;PRÄTTIGAU-DAVOS
204;1;GR;7232;Furna;3862;;Furna;2;PRÄTTIGAU-DAVOS
1130;1;GR;7233;Jenaz;3863;;Jenaz;2;PRÄTTIGAU-DAVOS
;;GR;7231;Pragg-Jenaz;3863;;Jenaz;2;PRÄTTIGAU-DAVOS
;;GR;7231;Pragmartin;3863;;Jenaz;2;PRÄTTIGAU-DAVOS
3890;1;GR;7250;Klosters-Serneus;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
;;GR;7250;Aeuja;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
;;GR;7252;Klosters Dorf ;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
;;GR;7249;Mezzaselva;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
;;GR;7250;Monbiel;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
;;GR;7250;Selfranga;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
;;GR;7249;Serneus;3871;;Klosters-Serneus;2;PRÄTTIGAU-DAVOS
830;1;GR;7240;Küblis;3882;;Küblis;2;PRÄTTIGAU-DAVOS
1110;1;GR;7242;Luzein;3891;;Luzein;2;PRÄTTIGAU-DAVOS
;;GR;7223;Buchen;3891;;Luzein;2;PRÄTTIGAU-DAVOS
;;GR;7240;Dalvazza;3891;;Luzein;2;PRÄTTIGAU-DAVOS
;;GR;7244;Gadenstätt;3891;;Luzein;2;PRÄTTIGAU-DAVOS
;;GR;7243;Pany;3891;;Luzein;2;PRÄTTIGAU-DAVOS
;;GR;7224;Putz;3891;;Luzein;2;PRÄTTIGAU-DAVOS
733;1;GR;7247;Saas im Prättigau;3883;;Saas;2;PRÄTTIGAU-DAVOS
230;1;GR;7246;St. Antönien;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
;;GR;7246;Castels;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
;;GR;7246;Litzirüti;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
;;GR;7246;Partnun;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
;;GR;7246;Rüti im Prättigau;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
;;GR;7246;St. Antönien Platz;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
;;GR;7246;St. Antönien Rüti;3893;;St. Antönien;2;PRÄTTIGAU-DAVOS
119;1;GR;7245;St. Antönien Ascharina;3892;;St. Antönien Ascharina;2;PRÄTTIGAU-DAVOS
;;GR;7245;Ascharina;3892;;St. Antönien Ascharina;2;PRÄTTIGAU-DAVOS
232;1;GR;7159;Andiast;3611;;Andiast;3;SURSELVA
;;GR;7159;Andest;3611;;Andiast;3;SURSELVA
1187;1;GR;7165;Breil/Brigels;3981;;Breil/Brigels;3;SURSELVA
;;GR;7165;Brigels;3981;;Breil/Brigels;3;SURSELVA
;;GR;7163;Danis;3981;;Breil/Brigels;3;SURSELVA
;;GR;7164;Dardin;3981;;Breil/Brigels;3;SURSELVA
;;GR;7162;Tavanasa;3981;;Breil/Brigels;3;SURSELVA
412;1;GR;7126;Castrisch;3571;;Castrisch;3;SURSELVA
;;GR;7126;Küstris;3571;;Castrisch;3;SURSELVA
288;1;GR;7142;Cumbel;3592;;Cumbel;3;SURSELVA
;;GR;7142;Cumbels;3592;;Cumbel;3;SURSELVA
247;1;GR;7145;Degen;3594;;Degen;3;SURSELVA
;;GR;7145;Igels;3594;;Degen;3;SURSELVA
;;GR;7145;Rampa/Rumein;3594;;Degen;3;SURSELVA
;;GR;7146;Vattiz;3594;;Degen;3;SURSELVA
2172;1;GR;7180;Disentis/Mustér;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7180;Acletta;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7182;Cavardiras;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7180;Clavaniev;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7180;Disla;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7180;Funs;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7183;Mompé Medel;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7186;Mompé Tujetsch;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7180;Mustér;3982;;Disentis/Mustér;3;SURSELVA
;;GR;7186;Segnas;3982;;Disentis/Mustér;3;SURSELVA
80;1;GR;7112;Duvin;3593;;Duvin;3;SURSELVA
504;1;GR;7153;Falera;3572;;Falera;3;SURSELVA
;;GR;7153;Fellers;3572;;Falera;3;SURSELVA
179;1;GR;7137;Flond;3573;;Flond;3;SURSELVA
2488;1;GR;7130;Ilanz;3574;;Ilanz;3;SURSELVA
;;GR;7130;Glion;3574;;Ilanz;3;SURSELVA
;;GR;7130;Sontga Clau;3574;;Ilanz;3;SURSELVA
;;GR;7130;Strada im Oberland;3574;;Ilanz;3;SURSELVA
1150;1;GR;7031;Laax;3575;;Laax;3;SURSELVA
;;GR;7032;Laax 2;3575;;Laax;3;SURSELVA
;;GR;7032;Murschetg;3575;;Laax;3;SURSELVA
107;1;GR;7155;Ladir;3576;;Ladir;3;SURSELVA
399;1;GR;7148;Lumbrein;3595;;Lumbrein;3;SURSELVA
;;GR;7148;Surin;3595;;Lumbrein;3;SURSELVA
183;1;GR;7141;Luven;3577;;Luven;3;SURSELVA
;;GR;7141;Luvis;3577;;Luven;3;SURSELVA
470;1;GR;7184;Medel (Lucmagn);3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7185;Acla;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7184;Curaglia;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7185;Fuorns;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7184;Medel im Oberland;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7185;Mutschnengia;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7185;Pardé;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7185;Platta;3983;;Medel (Lucmagn);3;SURSELVA
;;GR;7185;Sogn Gions (Medel);3983;;Medel (Lucmagn);3;SURSELVA
211;1;GR;7143;Morissen;3596;;Morissen;3;SURSELVA
779;1;GR;7134;Obersaxen;3612;;Obersaxen;3;SURSELVA
;;GR;7133;Affeier;3612;;Obersaxen;3;SURSELVA
;;GR;7133;Egga;3612;;Obersaxen;3;SURSELVA
;;GR;7136;Friggahüs;3612;;Obersaxen;3;SURSELVA
;;GR;7135;Giraniga;3612;;Obersaxen;3;SURSELVA
